,Day/Eve,Number 1,Number 2,Number 3,Date
6929,E,8.0,4.0,6.0,2009-12-03
6931,E,7.0,0.0,6.0,2009-12-02
6933,E,2.0,6.0,3.0,2009-12-01
6935,E,4.0,7.0,1.0,2009-11-30
6936,E,4.0,7.0,6.0,2009-11-29
6938,E,9.0,2.0,3.0,2009-11-28
6940,E,3.0,3.0,2.0,2009-11-27
6942,E,2.0,7.0,6.0,2009-11-26
6944,E,2.0,7.0,3.0,2009-11-25
6946,E,4.0,5.0,2.0,2009-11-24
6948,E,0.0,9.0,0.0,2009-11-23
6949,E,9.0,4.0,9.0,2009-11-22
6951,E,0.0,2.0,2.0,2009-11-21
6953,E,0.0,9.0,2.0,2009-11-20
6955,E,7.0,5.0,3.0,2009-11-19
6957,E,4.0,0.0,0.0,2009-11-18
6959,E,9.0,3.0,1.0,2009-11-17
6961,E,3.0,2.0,3.0,2009-11-16
6962,E,8.0,9.0,6.0,2009-11-15
6964,E,4.0,8.0,3.0,2009-11-14
6966,E,5.0,7.0,3.0,2009-11-13
6968,E,8.0,6.0,0.0,2009-11-12
6970,E,9.0,9.0,6.0,2009-11-11
6972,E,3.0,6.0,7.0,2009-11-10
6974,E,2.0,1.0,9.0,2009-11-09
6975,E,6.0,3.0,5.0,2009-11-08
6977,E,8.0,2.0,6.0,2009-11-07
6979,E,5.0,8.0,9.0,2009-11-06
6981,E,8.0,3.0,3.0,2009-11-05
6983,E,8.0,6.0,6.0,2009-11-04
6985,E,6.0,7.0,6.0,2009-11-03
6987,E,0.0,6.0,7.0,2009-11-02
6988,E,2.0,8.0,9.0,2009-11-01
6990,E,5.0,7.0,8.0,2009-10-31
6992,E,1.0,3.0,9.0,2009-10-30
6994,E,7.0,7.0,6.0,2009-10-29
6996,E,2.0,5.0,8.0,2009-10-28
6998,E,2.0,2.0,7.0,2009-10-27
7000,E,6.0,7.0,6.0,2009-10-26
7001,E,5.0,3.0,0.0,2009-10-25
7003,E,4.0,4.0,4.0,2009-10-24
7005,E,9.0,1.0,6.0,2009-10-23
7007,E,2.0,4.0,2.0,2009-10-22
7009,E,5.0,2.0,3.0,2009-10-21
7011,E,6.0,4.0,3.0,2009-10-20
7013,E,3.0,7.0,3.0,2009-10-19
7014,E,6.0,1.0,1.0,2009-10-18
7016,E,6.0,7.0,2.0,2009-10-17
7018,E,5.0,6.0,4.0,2009-10-16
7020,E,0.0,1.0,1.0,2009-10-15
7022,E,2.0,2.0,9.0,2009-10-14
7024,E,2.0,4.0,7.0,2009-10-13
7026,E,4.0,4.0,6.0,2009-10-12
7027,E,5.0,3.0,0.0,2009-10-11
7029,E,6.0,8.0,3.0,2009-10-10
7031,E,0.0,2.0,2.0,2009-10-09
7033,E,1.0,6.0,3.0,2009-10-08
7035,E,4.0,4.0,3.0,2009-10-07
7037,E,1.0,7.0,6.0,2009-10-06
7039,E,6.0,8.0,9.0,2009-10-05
7040,E,1.0,8.0,5.0,2009-10-04
7042,E,8.0,7.0,3.0,2009-10-03
7044,E,1.0,6.0,8.0,2009-10-02
7046,E,9.0,6.0,7.0,2009-10-01
7048,E,4.0,6.0,4.0,2009-09-30
7050,E,5.0,7.0,5.0,2009-09-29
7052,E,5.0,4.0,2.0,2009-09-28
7053,E,1.0,3.0,2.0,2009-09-27
7055,E,2.0,5.0,7.0,2009-09-26
7057,E,7.0,4.0,0.0,2009-09-25
7059,E,4.0,5.0,4.0,2009-09-24
7061,E,4.0,6.0,1.0,2009-09-23
7063,E,4.0,2.0,2.0,2009-09-22
7065,E,3.0,3.0,3.0,2009-09-21
7066,E,0.0,7.0,9.0,2009-09-20
7068,E,0.0,6.0,6.0,2009-09-19
7070,E,0.0,5.0,3.0,2009-09-18
7072,E,2.0,1.0,7.0,2009-09-17
7074,E,6.0,4.0,9.0,2009-09-16
7076,E,1.0,3.0,4.0,2009-09-15
7078,E,4.0,0.0,8.0,2009-09-14
7079,E,6.0,6.0,7.0,2009-09-13
7081,E,8.0,0.0,6.0,2009-09-12
7083,E,6.0,7.0,3.0,2009-09-11
7085,E,7.0,0.0,6.0,2009-09-10
7087,E,2.0,9.0,4.0,2009-09-09
7089,E,0.0,2.0,0.0,2009-09-08
7091,E,8.0,4.0,5.0,2009-09-07
7092,E,3.0,6.0,7.0,2009-09-06
7094,E,1.0,5.0,9.0,2009-09-05
7096,E,8.0,4.0,8.0,2009-09-04
7098,E,0.0,4.0,1.0,2009-09-03
7100,E,1.0,5.0,4.0,2009-09-02
7102,E,3.0,7.0,0.0,2009-09-01
7104,E,3.0,2.0,0.0,2009-08-31
7105,E,5.0,1.0,7.0,2009-08-30
7107,E,3.0,2.0,2.0,2009-08-29
7109,E,6.0,1.0,7.0,2009-08-28
7111,E,8.0,6.0,6.0,2009-08-27
7113,E,9.0,2.0,7.0,2009-08-26
7115,E,8.0,7.0,6.0,2009-08-25
7117,E,5.0,3.0,3.0,2009-08-24
7118,E,1.0,4.0,6.0,2009-08-23
7120,E,4.0,7.0,8.0,2009-08-22
7122,E,1.0,6.0,2.0,2009-08-21
7124,E,8.0,8.0,6.0,2009-08-20
7126,E,2.0,9.0,1.0,2009-08-19
7128,E,7.0,3.0,4.0,2009-08-18
7130,E,7.0,1.0,0.0,2009-08-17
7131,E,1.0,1.0,4.0,2009-08-16
7133,E,0.0,1.0,3.0,2009-08-15
7135,E,1.0,8.0,2.0,2009-08-14
7137,E,1.0,2.0,3.0,2009-08-13
7139,E,4.0,2.0,7.0,2009-08-12
7141,E,1.0,9.0,2.0,2009-08-11
7143,E,4.0,8.0,5.0,2009-08-10
7144,E,4.0,0.0,0.0,2009-08-09
7146,E,5.0,3.0,9.0,2009-08-08
7148,E,2.0,4.0,6.0,2009-08-07
7150,E,7.0,3.0,6.0,2009-08-06
7152,E,0.0,2.0,5.0,2009-08-05
7154,E,5.0,1.0,6.0,2009-08-04
7156,E,2.0,1.0,3.0,2009-08-03
7157,E,4.0,7.0,2.0,2009-08-02
7159,E,2.0,4.0,5.0,2009-08-01
7161,E,9.0,3.0,8.0,2009-07-31
7163,E,1.0,3.0,3.0,2009-07-30
7165,E,7.0,8.0,2.0,2009-07-29
7167,E,9.0,2.0,3.0,2009-07-28
7169,E,7.0,3.0,5.0,2009-07-27
7170,E,7.0,5.0,7.0,2009-07-26
7172,E,6.0,9.0,3.0,2009-07-25
7174,E,9.0,6.0,3.0,2009-07-24
7176,E,6.0,5.0,5.0,2009-07-23
7178,E,6.0,5.0,2.0,2009-07-22
7180,E,8.0,7.0,9.0,2009-07-21
7182,E,6.0,6.0,4.0,2009-07-20
7183,E,3.0,8.0,3.0,2009-07-19
7185,E,5.0,7.0,0.0,2009-07-18
7187,E,9.0,8.0,7.0,2009-07-17
7189,E,3.0,4.0,6.0,2009-07-16
7191,E,1.0,1.0,9.0,2009-07-15
7193,E,4.0,1.0,4.0,2009-07-14
7195,E,7.0,9.0,6.0,2009-07-13
7196,E,1.0,6.0,8.0,2009-07-12
7198,E,4.0,4.0,0.0,2009-07-11
7200,E,3.0,9.0,5.0,2009-07-10
7202,E,9.0,1.0,8.0,2009-07-09
7204,E,5.0,2.0,2.0,2009-07-08
7206,E,1.0,6.0,9.0,2009-07-07
7208,E,3.0,8.0,0.0,2009-07-06
7209,E,7.0,5.0,3.0,2009-07-05
7211,E,7.0,2.0,8.0,2009-07-04
7213,E,2.0,2.0,3.0,2009-07-03
7215,E,1.0,1.0,2.0,2009-07-02
7217,E,1.0,9.0,2.0,2009-07-01
7219,E,4.0,2.0,7.0,2009-06-30
7221,E,3.0,0.0,1.0,2009-06-29
7222,E,4.0,0.0,4.0,2009-06-28
7224,E,7.0,4.0,2.0,2009-06-27
7226,E,4.0,9.0,0.0,2009-06-26
7228,E,8.0,9.0,1.0,2009-06-25
7230,E,0.0,1.0,3.0,2009-06-24
7232,E,1.0,1.0,9.0,2009-06-23
7234,E,2.0,1.0,5.0,2009-06-22
7235,E,2.0,0.0,3.0,2009-06-21
7237,E,3.0,8.0,5.0,2009-06-20
7239,E,9.0,7.0,1.0,2009-06-19
7241,E,3.0,0.0,6.0,2009-06-18
7243,E,2.0,2.0,3.0,2009-06-17
7245,E,5.0,1.0,5.0,2009-06-16
7247,E,4.0,3.0,4.0,2009-06-15
7248,E,7.0,7.0,5.0,2009-06-14
7250,E,3.0,4.0,1.0,2009-06-13
7252,E,3.0,4.0,0.0,2009-06-12
7254,E,7.0,0.0,5.0,2009-06-11
7256,E,3.0,2.0,2.0,2009-06-10
7258,E,5.0,5.0,3.0,2009-06-09
7260,E,8.0,4.0,2.0,2009-06-08
7261,E,9.0,2.0,3.0,2009-06-07
7263,E,9.0,3.0,1.0,2009-06-06
7265,E,1.0,4.0,1.0,2009-06-05
7267,E,2.0,1.0,9.0,2009-06-04
7269,E,1.0,9.0,6.0,2009-06-03
7271,E,1.0,1.0,7.0,2009-06-02
7273,E,1.0,8.0,9.0,2009-06-01
7274,E,2.0,6.0,1.0,2009-05-31
7276,E,7.0,6.0,0.0,2009-05-30
7278,E,1.0,0.0,4.0,2009-05-29
7280,E,3.0,8.0,0.0,2009-05-28
7282,E,2.0,2.0,4.0,2009-05-27
7284,E,2.0,0.0,8.0,2009-05-26
7286,E,9.0,0.0,6.0,2009-05-25
7287,E,8.0,8.0,0.0,2009-05-24
7289,E,0.0,1.0,2.0,2009-05-23
7291,E,0.0,3.0,3.0,2009-05-22
7293,E,6.0,7.0,6.0,2009-05-21
7295,E,5.0,4.0,5.0,2009-05-20
7297,E,3.0,7.0,0.0,2009-05-19
7299,E,2.0,1.0,2.0,2009-05-18
7300,E,5.0,8.0,9.0,2009-05-17
7302,E,7.0,7.0,7.0,2009-05-16
7304,E,9.0,3.0,7.0,2009-05-15
7306,E,2.0,1.0,4.0,2009-05-14
7308,E,3.0,6.0,2.0,2009-05-13
7310,E,4.0,9.0,3.0,2009-05-12
7312,E,0.0,8.0,0.0,2009-05-11
7313,E,1.0,5.0,1.0,2009-05-10
7315,E,9.0,2.0,3.0,2009-05-09
7317,E,5.0,2.0,2.0,2009-05-08
7319,E,1.0,8.0,0.0,2009-05-07
7321,E,2.0,3.0,3.0,2009-05-06
7323,E,1.0,4.0,8.0,2009-05-05
7325,E,6.0,0.0,3.0,2009-05-04
7326,E,7.0,3.0,5.0,2009-05-03
7328,E,3.0,5.0,7.0,2009-05-02
7330,E,2.0,8.0,8.0,2009-05-01
7332,E,1.0,8.0,1.0,2009-04-30
7334,E,5.0,7.0,9.0,2009-04-29
7336,E,8.0,2.0,8.0,2009-04-28
7338,E,3.0,3.0,2.0,2009-04-27
7339,E,1.0,6.0,4.0,2009-04-26
7341,E,7.0,2.0,2.0,2009-04-25
7343,E,8.0,9.0,2.0,2009-04-24
7345,E,1.0,3.0,5.0,2009-04-23
7347,E,2.0,2.0,0.0,2009-04-22
7349,E,8.0,8.0,4.0,2009-04-21
7351,E,3.0,7.0,9.0,2009-04-20
7352,E,8.0,8.0,9.0,2009-04-19
7354,E,8.0,0.0,5.0,2009-04-18
7356,E,8.0,6.0,8.0,2009-04-17
7358,E,0.0,9.0,5.0,2009-04-16
7360,E,6.0,7.0,0.0,2009-04-15
7362,E,5.0,0.0,7.0,2009-04-14
7364,E,7.0,2.0,5.0,2009-04-13
7365,E,9.0,1.0,5.0,2009-04-12
7367,E,2.0,4.0,1.0,2009-04-11
7369,E,1.0,1.0,6.0,2009-04-10
7371,E,1.0,5.0,3.0,2009-04-09
7373,E,8.0,6.0,0.0,2009-04-08
7375,E,5.0,2.0,6.0,2009-04-07
7377,E,8.0,1.0,4.0,2009-04-06
7378,E,1.0,2.0,8.0,2009-04-05
7380,E,9.0,0.0,5.0,2009-04-04
7382,E,0.0,3.0,0.0,2009-04-03
7384,E,3.0,7.0,1.0,2009-04-02
7386,E,6.0,4.0,8.0,2009-04-01
7388,E,0.0,8.0,9.0,2009-03-31
7390,E,7.0,9.0,1.0,2009-03-30
7391,E,6.0,5.0,7.0,2009-03-29
7393,E,1.0,5.0,8.0,2009-03-28
7395,E,4.0,0.0,4.0,2009-03-27
7397,E,3.0,8.0,1.0,2009-03-26
7399,E,3.0,7.0,0.0,2009-03-25
7401,E,3.0,2.0,8.0,2009-03-24
7403,E,1.0,3.0,2.0,2009-03-23
7404,E,0.0,5.0,2.0,2009-03-22
7406,E,5.0,6.0,6.0,2009-03-21
7408,E,9.0,8.0,2.0,2009-03-20
7410,E,4.0,3.0,8.0,2009-03-19
7412,E,2.0,7.0,9.0,2009-03-18
7414,E,1.0,3.0,1.0,2009-03-17
7416,E,7.0,8.0,4.0,2009-03-16
7417,E,9.0,9.0,0.0,2009-03-15
7419,E,5.0,9.0,1.0,2009-03-14
7421,E,2.0,6.0,3.0,2009-03-13
7423,E,6.0,4.0,3.0,2009-03-12
7425,E,8.0,1.0,5.0,2009-03-11
7427,E,6.0,8.0,1.0,2009-03-10
7429,E,6.0,5.0,7.0,2009-03-09
7430,E,0.0,3.0,0.0,2009-03-08
7432,E,4.0,3.0,5.0,2009-03-07
7434,E,5.0,0.0,3.0,2009-03-06
7436,E,1.0,8.0,4.0,2009-03-05
7438,E,0.0,2.0,4.0,2009-03-04
7440,E,1.0,8.0,4.0,2009-03-03
7442,E,5.0,0.0,0.0,2009-03-02
7443,E,9.0,7.0,8.0,2009-03-01
7445,E,7.0,5.0,3.0,2009-02-28
7447,E,4.0,3.0,4.0,2009-02-27
7449,E,6.0,1.0,7.0,2009-02-26
7451,E,0.0,8.0,1.0,2009-02-25
7453,E,3.0,1.0,4.0,2009-02-24
7455,E,5.0,8.0,2.0,2009-02-23
7456,E,7.0,9.0,2.0,2009-02-22
7458,E,3.0,2.0,5.0,2009-02-21
7460,E,4.0,4.0,4.0,2009-02-20
7462,E,3.0,6.0,2.0,2009-02-19
7464,E,1.0,7.0,9.0,2009-02-18
7466,E,2.0,9.0,3.0,2009-02-17
7468,E,7.0,2.0,0.0,2009-02-16
7469,E,5.0,7.0,3.0,2009-02-15
7471,E,5.0,0.0,6.0,2009-02-14
7473,E,5.0,0.0,6.0,2009-02-13
7475,E,5.0,5.0,4.0,2009-02-12
7477,E,3.0,9.0,9.0,2009-02-11
7479,E,8.0,9.0,9.0,2009-02-10
7481,E,8.0,4.0,4.0,2009-02-09
7482,E,8.0,4.0,7.0,2009-02-08
7484,E,2.0,7.0,2.0,2009-02-07
7486,E,0.0,4.0,6.0,2009-02-06
7488,E,8.0,5.0,8.0,2009-02-05
7490,E,8.0,4.0,6.0,2009-02-04
7492,E,9.0,5.0,4.0,2009-02-03
7494,E,1.0,3.0,7.0,2009-02-02
7495,E,4.0,2.0,3.0,2009-02-01
7497,E,8.0,9.0,1.0,2009-01-31
7499,E,7.0,9.0,8.0,2009-01-30
7501,E,0.0,4.0,9.0,2009-01-29
7503,E,7.0,6.0,4.0,2009-01-28
7505,E,2.0,3.0,3.0,2009-01-27
7507,E,1.0,3.0,1.0,2009-01-26
7508,E,2.0,3.0,2.0,2009-01-25
7510,E,9.0,2.0,3.0,2009-01-24
7512,E,8.0,9.0,6.0,2009-01-23
7514,E,8.0,0.0,3.0,2009-01-22
7516,E,6.0,8.0,9.0,2009-01-21
7518,E,3.0,2.0,0.0,2009-01-20
7520,E,3.0,1.0,9.0,2009-01-19
7521,E,0.0,1.0,9.0,2009-01-18
7523,E,6.0,8.0,0.0,2009-01-17
7525,E,2.0,4.0,8.0,2009-01-16
7527,E,4.0,4.0,2.0,2009-01-15
7529,E,8.0,0.0,6.0,2009-01-14
7531,E,1.0,4.0,6.0,2009-01-13
7533,E,3.0,1.0,9.0,2009-01-12
7534,E,8.0,5.0,4.0,2009-01-11
7536,E,1.0,2.0,5.0,2009-01-10
7538,E,0.0,2.0,2.0,2009-01-09
7540,E,2.0,0.0,4.0,2009-01-08
7542,E,1.0,1.0,4.0,2009-01-07
7544,E,3.0,0.0,7.0,2009-01-06
7546,E,2.0,6.0,1.0,2009-01-05
7547,E,1.0,6.0,2.0,2009-01-04
7549,E,8.0,9.0,7.0,2009-01-03
7551,E,8.0,0.0,9.0,2009-01-02
7553,E,0.0,6.0,8.0,2009-01-01
7555,E,6.0,7.0,8.0,2008-12-31
7557,E,5.0,4.0,3.0,2008-12-30
7559,E,1.0,6.0,5.0,2008-12-29
7560,E,7.0,4.0,5.0,2008-12-28
7562,E,7.0,7.0,4.0,2008-12-27
7564,E,7.0,8.0,4.0,2008-12-26
7566,E,7.0,9.0,1.0,2008-12-25
7568,E,9.0,4.0,3.0,2008-12-24
7570,E,6.0,8.0,5.0,2008-12-23
7572,E,5.0,3.0,4.0,2008-12-22
7573,E,5.0,9.0,5.0,2008-12-21
7575,E,3.0,6.0,2.0,2008-12-20
7577,E,2.0,4.0,7.0,2008-12-19
7579,E,2.0,7.0,6.0,2008-12-18
7581,E,2.0,6.0,5.0,2008-12-17
7583,E,6.0,8.0,9.0,2008-12-16
7585,E,8.0,4.0,7.0,2008-12-15
7586,E,9.0,0.0,4.0,2008-12-14
7588,E,2.0,8.0,1.0,2008-12-13
7590,E,3.0,1.0,6.0,2008-12-12
7592,E,1.0,3.0,1.0,2008-12-11
7594,E,6.0,0.0,9.0,2008-12-10
7596,E,6.0,3.0,7.0,2008-12-09
7598,E,8.0,2.0,9.0,2008-12-08
7599,E,8.0,6.0,6.0,2008-12-07
7601,E,6.0,9.0,2.0,2008-12-06
7603,E,6.0,3.0,1.0,2008-12-05
7605,E,9.0,1.0,4.0,2008-12-04
7607,E,6.0,8.0,2.0,2008-12-03
7609,E,2.0,8.0,6.0,2008-12-02
7611,E,3.0,7.0,3.0,2008-12-01
7612,E,3.0,1.0,9.0,2008-11-30
7614,E,9.0,1.0,9.0,2008-11-29
7616,E,9.0,6.0,0.0,2008-11-28
7618,E,4.0,9.0,0.0,2008-11-27
7620,E,5.0,2.0,7.0,2008-11-26
7622,E,5.0,9.0,1.0,2008-11-25
7624,E,5.0,8.0,2.0,2008-11-24
7625,E,2.0,1.0,0.0,2008-11-23
7627,E,8.0,7.0,0.0,2008-11-22
7629,E,3.0,8.0,2.0,2008-11-21
7631,E,6.0,8.0,7.0,2008-11-20
7633,E,4.0,7.0,3.0,2008-11-19
7635,E,8.0,9.0,4.0,2008-11-18
7637,E,5.0,0.0,8.0,2008-11-17
7638,E,9.0,4.0,6.0,2008-11-16
7640,E,7.0,2.0,3.0,2008-11-15
7642,E,2.0,2.0,4.0,2008-11-14
7644,E,4.0,0.0,0.0,2008-11-13
7646,E,7.0,5.0,1.0,2008-11-12
7648,E,0.0,3.0,4.0,2008-11-11
7650,E,7.0,0.0,1.0,2008-11-10
7651,E,3.0,1.0,9.0,2008-11-09
7653,E,0.0,0.0,4.0,2008-11-08
7655,E,7.0,6.0,4.0,2008-11-07
7657,E,3.0,9.0,1.0,2008-11-06
7659,E,2.0,4.0,9.0,2008-11-05
7661,E,2.0,9.0,8.0,2008-11-04
7663,E,9.0,5.0,9.0,2008-11-03
7664,E,4.0,3.0,3.0,2008-11-02
7666,E,5.0,9.0,4.0,2008-11-01
7668,E,6.0,8.0,9.0,2008-10-31
7670,E,6.0,4.0,3.0,2008-10-30
7672,E,3.0,7.0,9.0,2008-10-29
7674,E,4.0,9.0,4.0,2008-10-28
7676,E,2.0,0.0,0.0,2008-10-27
7677,E,9.0,1.0,7.0,2008-10-26
7679,E,1.0,4.0,9.0,2008-10-25
7681,E,1.0,9.0,4.0,2008-10-24
7683,E,0.0,1.0,6.0,2008-10-23
7685,E,9.0,8.0,5.0,2008-10-22
7687,E,3.0,2.0,6.0,2008-10-21
7689,E,4.0,8.0,6.0,2008-10-20
7690,E,2.0,4.0,0.0,2008-10-19
7692,E,7.0,8.0,4.0,2008-10-18
7694,E,9.0,7.0,3.0,2008-10-17
7696,E,7.0,8.0,1.0,2008-10-16
7698,E,1.0,2.0,4.0,2008-10-15
7700,E,4.0,2.0,0.0,2008-10-14
7702,E,0.0,4.0,5.0,2008-10-13
7703,E,6.0,0.0,1.0,2008-10-12
7705,E,8.0,8.0,6.0,2008-10-11
7707,E,7.0,9.0,3.0,2008-10-10
7709,E,2.0,0.0,4.0,2008-10-09
7711,E,3.0,4.0,7.0,2008-10-08
7713,E,1.0,7.0,3.0,2008-10-07
7715,E,3.0,4.0,6.0,2008-10-06
7716,E,1.0,8.0,1.0,2008-10-05
7718,E,0.0,2.0,5.0,2008-10-04
7720,E,1.0,4.0,5.0,2008-10-03
7722,E,3.0,3.0,1.0,2008-10-02
7724,E,4.0,7.0,7.0,2008-10-01
7726,E,0.0,2.0,6.0,2008-09-30
7728,E,0.0,0.0,3.0,2008-09-29
7729,E,6.0,0.0,5.0,2008-09-28
7731,E,1.0,6.0,2.0,2008-09-27
7733,E,3.0,1.0,5.0,2008-09-26
7735,E,9.0,3.0,1.0,2008-09-25
7737,E,7.0,9.0,8.0,2008-09-24
7739,E,0.0,1.0,4.0,2008-09-23
7741,E,2.0,3.0,2.0,2008-09-22
7742,E,7.0,7.0,4.0,2008-09-21
7744,E,1.0,4.0,3.0,2008-09-20
7746,E,7.0,1.0,9.0,2008-09-19
7748,E,2.0,2.0,0.0,2008-09-18
7750,E,2.0,5.0,1.0,2008-09-17
7752,E,0.0,7.0,9.0,2008-09-16
7754,E,9.0,2.0,9.0,2008-09-15
7755,E,4.0,9.0,1.0,2008-09-14
7757,E,6.0,0.0,1.0,2008-09-13
7759,E,8.0,4.0,6.0,2008-09-12
7761,E,5.0,4.0,3.0,2008-09-11
7763,E,2.0,8.0,8.0,2008-09-10
7765,E,3.0,0.0,7.0,2008-09-09
7767,E,6.0,4.0,4.0,2008-09-08
7768,E,2.0,8.0,8.0,2008-09-07
7770,E,0.0,7.0,5.0,2008-09-06
7772,E,0.0,4.0,8.0,2008-09-05
7774,E,7.0,4.0,0.0,2008-09-04
7776,E,1.0,4.0,2.0,2008-09-03
7778,E,9.0,6.0,8.0,2008-09-02
7780,E,9.0,6.0,8.0,2008-09-01
7781,E,5.0,8.0,1.0,2008-08-31
7783,E,6.0,6.0,8.0,2008-08-30
7785,E,3.0,5.0,8.0,2008-08-29
7787,E,0.0,3.0,2.0,2008-08-28
7789,E,9.0,5.0,0.0,2008-08-27
7791,E,7.0,8.0,8.0,2008-08-26
7793,E,0.0,9.0,3.0,2008-08-25
7794,E,0.0,5.0,2.0,2008-08-24
7796,E,3.0,2.0,3.0,2008-08-23
7798,E,5.0,9.0,6.0,2008-08-22
7800,E,6.0,5.0,0.0,2008-08-21
7802,E,6.0,6.0,7.0,2008-08-20
7804,E,2.0,3.0,3.0,2008-08-19
7806,E,8.0,3.0,0.0,2008-08-18
7807,E,3.0,7.0,3.0,2008-08-17
7809,E,1.0,4.0,6.0,2008-08-16
7811,E,7.0,7.0,0.0,2008-08-15
7813,E,3.0,8.0,3.0,2008-08-14
7815,E,7.0,8.0,5.0,2008-08-13
7817,E,3.0,9.0,7.0,2008-08-12
7819,E,5.0,6.0,7.0,2008-08-11
7820,E,0.0,0.0,8.0,2008-08-10
7822,E,7.0,0.0,1.0,2008-08-09
7824,E,4.0,9.0,6.0,2008-08-08
7826,E,4.0,6.0,7.0,2008-08-07
7828,E,3.0,2.0,1.0,2008-08-06
7830,E,0.0,3.0,6.0,2008-08-05
7832,E,2.0,6.0,3.0,2008-08-04
7833,E,0.0,9.0,9.0,2008-08-03
7835,E,4.0,0.0,8.0,2008-08-02
7837,E,2.0,5.0,8.0,2008-08-01
7839,E,1.0,3.0,8.0,2008-07-31
7841,E,6.0,6.0,4.0,2008-07-30
7843,E,1.0,2.0,7.0,2008-07-29
7845,E,6.0,3.0,2.0,2008-07-28
7846,E,5.0,7.0,1.0,2008-07-27
7848,E,1.0,7.0,9.0,2008-07-26
7850,E,4.0,1.0,8.0,2008-07-25
7852,E,2.0,3.0,8.0,2008-07-24
7854,E,2.0,4.0,4.0,2008-07-23
7856,E,8.0,6.0,0.0,2008-07-22
7858,E,2.0,5.0,0.0,2008-07-21
7859,E,5.0,7.0,4.0,2008-07-20
7861,E,8.0,3.0,9.0,2008-07-19
7863,E,2.0,4.0,2.0,2008-07-18
7865,E,8.0,7.0,6.0,2008-07-17
7867,E,3.0,8.0,5.0,2008-07-16
7869,E,2.0,3.0,0.0,2008-07-15
7871,E,5.0,4.0,2.0,2008-07-14
7872,E,3.0,6.0,7.0,2008-07-13
7874,E,2.0,5.0,9.0,2008-07-12
7876,E,4.0,7.0,9.0,2008-07-11
7878,E,1.0,2.0,6.0,2008-07-10
7880,E,2.0,9.0,2.0,2008-07-09
7882,E,9.0,3.0,9.0,2008-07-08
7884,E,7.0,2.0,4.0,2008-07-07
7885,E,0.0,6.0,4.0,2008-07-06
7887,E,4.0,4.0,0.0,2008-07-05
7889,E,2.0,5.0,8.0,2008-07-04
7891,E,0.0,4.0,7.0,2008-07-03
7893,E,6.0,6.0,1.0,2008-07-02
7895,E,7.0,0.0,9.0,2008-07-01
7897,E,3.0,2.0,3.0,2008-06-30
7898,E,0.0,1.0,2.0,2008-06-29
7900,E,0.0,4.0,4.0,2008-06-28
7902,E,0.0,1.0,9.0,2008-06-27
7904,E,5.0,6.0,7.0,2008-06-26
7906,E,8.0,6.0,5.0,2008-06-25
7908,E,7.0,7.0,4.0,2008-06-24
7910,E,8.0,4.0,4.0,2008-06-23
7911,E,3.0,2.0,7.0,2008-06-22
7913,E,2.0,1.0,9.0,2008-06-21
7915,E,0.0,1.0,1.0,2008-06-20
7917,E,8.0,1.0,7.0,2008-06-19
7919,E,5.0,5.0,4.0,2008-06-18
7921,E,7.0,5.0,1.0,2008-06-17
7923,E,1.0,6.0,7.0,2008-06-16
7924,E,5.0,2.0,4.0,2008-06-15
7926,E,8.0,8.0,5.0,2008-06-14
7928,E,4.0,5.0,7.0,2008-06-13
7930,E,1.0,2.0,3.0,2008-06-12
7932,E,5.0,4.0,8.0,2008-06-11
7934,E,7.0,5.0,1.0,2008-06-10
7936,E,1.0,1.0,6.0,2008-06-09
7937,E,1.0,7.0,9.0,2008-06-08
7939,E,6.0,1.0,7.0,2008-06-07
7941,E,0.0,8.0,0.0,2008-06-06
7943,E,1.0,6.0,0.0,2008-06-05
7945,E,4.0,5.0,3.0,2008-06-04
7947,E,9.0,6.0,1.0,2008-06-03
7949,E,3.0,7.0,3.0,2008-06-02
7950,E,5.0,2.0,5.0,2008-06-01
7952,E,4.0,0.0,8.0,2008-05-31
7954,E,8.0,2.0,8.0,2008-05-30
7956,E,3.0,3.0,3.0,2008-05-29
7958,E,0.0,5.0,0.0,2008-05-28
7960,E,3.0,4.0,7.0,2008-05-27
7962,E,6.0,9.0,3.0,2008-05-26
7963,E,1.0,0.0,0.0,2008-05-25
7965,E,9.0,5.0,4.0,2008-05-24
7967,E,9.0,1.0,6.0,2008-05-23
7969,E,7.0,5.0,2.0,2008-05-22
7971,E,4.0,5.0,8.0,2008-05-21
7973,E,9.0,1.0,4.0,2008-05-20
7975,E,3.0,4.0,9.0,2008-05-19
7976,E,0.0,4.0,6.0,2008-05-18
7978,E,4.0,8.0,0.0,2008-05-17
7980,E,8.0,8.0,3.0,2008-05-16
7982,E,9.0,1.0,8.0,2008-05-15
7984,E,5.0,3.0,4.0,2008-05-14
7986,E,5.0,6.0,0.0,2008-05-13
7988,E,1.0,9.0,7.0,2008-05-12
7989,E,4.0,4.0,6.0,2008-05-11
7991,E,0.0,5.0,9.0,2008-05-10
7993,E,8.0,7.0,4.0,2008-05-09
7995,E,9.0,2.0,3.0,2008-05-08
7997,E,0.0,0.0,6.0,2008-05-07
7999,E,1.0,1.0,1.0,2008-05-06
8001,E,6.0,1.0,1.0,2008-05-05
8002,E,3.0,6.0,8.0,2008-05-04
8004,E,7.0,1.0,5.0,2008-05-03
8006,E,1.0,8.0,6.0,2008-05-02
8008,E,8.0,9.0,7.0,2008-05-01
